uri,cid,unittitle,unitdate,containers
/repositories/4/archival_objects/1445281,AC187_c01996,"Kuwait, Government of",1977-1983,box 232 folder 3 
/repositories/4/archival_objects/1445282,AC187_c01997,L (by Name),1972-1987,box 232 folder 4-5 
/repositories/4/archival_objects/1445283,AC187_c01998,"Littauer, Lucius N., Foundation",1977-1980,box 232 folder 6 
/repositories/4/archival_objects/1446022,AC187_c02000,1972-1984,1972-1984,box 232 folder 7-8 
/repositories/4/archival_objects/1446023,AC187_c02001,Fund for Asian Studies,1975-1986,box 232 folder 9 
/repositories/4/archival_objects/1445285,AC187_c02002,M (by Name),1972-1987,box 232 folder 10-11 
/repositories/4/archival_objects/1446024,AC187_c02004,1979-1984,1979-1984,box 232 folder 12 
/repositories/4/archival_objects/1446025,AC187_c02005,1985-1987,1985-1987,box 233 folder 1 
/repositories/4/archival_objects/1446026,AC187_c02006,Center for International Studies Proposal,1986-1988,box 233 folder 2 
/repositories/4/archival_objects/1445287,AC187_c02007,"McDonnell Foundation, Inc",1976-1984,box 233 folder 3 
/repositories/4/archival_objects/1446027,AC187_c02009,1972-1987,1972-1987,box 233 folder 4-7 
/repositories/4/archival_objects/1446028,AC187_c02010,East Asian Studies Grant,1985-1990,box 233 folder 8 
/repositories/4/archival_objects/1446029,AC187_c02011,Folding Chairs Program,1986-1987,box 234 folder 1 
/repositories/4/archival_objects/1446030,AC187_c02012,Fund for the 80s,1980-1991,box 234 folder 2 
/repositories/4/archival_objects/1445289,AC187_c02013,"Mellon, Richard King, Foundation",1972-1980,box 234 folder 3 
/repositories/4/archival_objects/1445290,AC187_c02014,Merck and Company,1972-1987,box 234 folder 4-5 
/repositories/4/archival_objects/1445291,AC187_c02015,Merlin Foundation,1980-1987,box 234 folder 6 
/repositories/4/archival_objects/1445292,AC187_c02016,Merrill Lynch,1981-1988,box 234 folder 7 
/repositories/4/archival_objects/1446031,AC187_c02018,1972-1981,1972-1981,box 234 folder 8 
/repositories/4/archival_objects/1446032,AC187_c02019,Stewardship Reports,1979,box 234 folder 9 
/repositories/4/archival_objects/1445294,AC187_c02020,Metropolitan Life,1973-1981,box 234 folder 10 
/repositories/4/archival_objects/1445295,AC187_c02021,Milbank Memorial Fund,1975-1985,box 234 folder 11 
/repositories/4/archival_objects/1445296,AC187_c02022,Mitsubishi Bank,1977-1978,box 234 folder 12 
/repositories/4/archival_objects/1445297,AC187_c02023,Mitsui and Company,1973-1978,box 234 folder 13 
/repositories/4/archival_objects/1446033,AC187_c02025,1972-1976,1972-1976,box 234 folder 14 
/repositories/4/archival_objects/1446034,AC187_c02026,1981-1987,1981-1987,box 235 folder 1-3 
/repositories/4/archival_objects/1445299,AC187_c02027,Monsanto Fund,1972-1984,box 235 folder 4 
/repositories/4/archival_objects/1445300,AC187_c02028,Morgan Guaranty Trust,1978-1987,box 235 folder 5 
/repositories/4/archival_objects/1445301,AC187_c02029,Morgan Stanley,1969-1986,box 235 folder 6 
/repositories/4/archival_objects/1445302,AC187_c02030,"Mudd, Seeley G., Fund",1970-1979,box 235 folder 7-8 
/repositories/4/archival_objects/1445303,AC187_c02031,N (by Name),1972-1987,box 235 folder 9-10 
/repositories/4/archival_objects/1445304,AC187_c02032,National Endowment for the Arts,1973-1984,box 235 folder 11 
/repositories/4/archival_objects/1445305,AC187_c02033,National Endowment for the Humanities,1973-1988,box 236 folder 1-2 
/repositories/4/archival_objects/1445306,AC187_c02034,National Merit Scholarship Corporation,1973-1975,box 236 folder 3 
/repositories/4/archival_objects/1445307,AC187_c02035,National Science Foundation,1973-1975,box 236 folder 4 
/repositories/4/archival_objects/1445308,AC187_c02036,NCR Corporation,1983-1987,box 236 folder 5 
/repositories/4/archival_objects/1445309,AC187_c02037,New Jersey Bell Telephone Company,1973-1986,box 236 folder 6 
/repositories/4/archival_objects/1445310,AC187_c02038,New York Life Insurance,1984-1987,box 236 folder 7 
/repositories/4/archival_objects/1445311,AC187_c02039,New York Times Foundation,1973-1980,box 236 folder 8 
/repositories/4/archival_objects/1445312,AC187_c02040,"Nifco, Inc",1977-1987,box 236 folder 9 
/repositories/4/archival_objects/1445313,AC187_c02041,Nissan Motor Company,1973-1986,box 236 folder 10-11 
/repositories/4/archival_objects/1445314,AC187_c02042,Nomura Securities,1974-1976,box 236 folder 12 
/repositories/4/archival_objects/1445315,AC187_c02043,Northeastern Common Pooled Fund,1974-1975,box 236 folder 13 
/repositories/4/archival_objects/1445316,AC187_c02044,O (by Name),1972-1987,box 236 folder 14-15 
/repositories/4/archival_objects/1445317,AC187_c02045,Olin Foundation,1975-1987,box 236 folder 16-18 
/repositories/4/archival_objects/1445318,AC187_c02046,Onassis Foundation,1977-1982,box 236 folder 19 
/repositories/4/archival_objects/1445319,AC187_c02047,P (by Name),1972-1987,box 237 folder 1-2 
/repositories/4/archival_objects/1445320,AC187_c02048,"Parvin, Albert, Foundation",1973-1982,box 237 folder 3 
/repositories/4/archival_objects/1445321,AC187_c02049,"Patterson, Belknap, Webb, and Tyler",1981-1987,box 237 folder 4 
/repositories/4/archival_objects/1445322,AC187_c02050,"Penn, William, Foundation (Formerly Haas Community Fund)",1972-1982,box 237 folder 5 
/repositories/4/archival_objects/1445323,AC187_c02051,Pew Charitable Trust,1977-1987,box 237 folder 6-7 
/repositories/4/archival_objects/1445324,AC187_c02052,"Pfizer, Inc",1975-1987,box 237 folder 8 
/repositories/4/archival_objects/1445325,AC187_c02053,Phillips Petroleum Company,1973-1987,box 237 folder 9 
/repositories/4/archival_objects/1445326,AC187_c02054,Presser Foundation,1972-1978,box 237 folder 10 
/repositories/4/archival_objects/1445327,AC187_c02055,Procter &amp; Gamble,1972-1987,box 237 folder 11-12 
/repositories/4/archival_objects/1445328,AC187_c02056,Pullman Transportation Company,1985,box 237 folder 13 
/repositories/4/archival_objects/1445329,AC187_c02057,Q (by Name),1972-1987,box 237 folder 14 
/repositories/4/archival_objects/1445330,AC187_c02058,"Qatar, Government of",1977,box 237 folder 15 
/repositories/4/archival_objects/1445331,AC187_c02059,Quaker Oats Company,1977-1985,box 237 folder 16 
/repositories/4/archival_objects/1445332,AC187_c02060,R (by Name),1972-1987,box 238 folder 1-2 
/repositories/4/archival_objects/1445333,AC187_c02061,RCA,1972-1987,box 238 folder 3-4 
/repositories/4/archival_objects/1445334,AC187_c02062,Research Corporation,1972-1987,box 238 folder 5-6 
/repositories/4/archival_objects/1445335,AC187_c02063,Reynolds Metal Company,1976-1985,box 238 folder 7 
/repositories/4/archival_objects/1445336,AC187_c02064,"Ridley, Jessie, Foundation, Inc",1973-1987,box 238 folder 8 
/repositories/4/archival_objects/1445337,AC187_c02065,"Rippel, Fannie E., Foundation",1978-1980,box 238 folder 9 
/repositories/4/archival_objects/1446035,AC187_c02067,1961-1974,1961-1974,box 238 folder 10 
/repositories/4/archival_objects/1446036,AC187_c02068,1961-1973,1961-1973,box 238 folder 11 
/repositories/4/archival_objects/1446037,AC187_c02069,1972-1975,1972-1975,box 238 folder 12 
/repositories/4/archival_objects/1446038,AC187_c02070,1976-1985,1976-1985,box 239 folder 1-4 
/repositories/4/archival_objects/1446251,AC187_c02072,1974-1982,1974-1982,box 239 folder 5-11 
/repositories/4/archival_objects/1446252,AC187_c02073,Meetings,1983-1988,box 240 folder 1-7 
/repositories/4/archival_objects/1445339,AC187_c02074,Rockefeller Brothers Fund,1977-1986,box 240 folder 8 
/repositories/4/archival_objects/1446040,AC187_c02076,1972-1984,1972-1984,box 240 folder 9 
/repositories/4/archival_objects/1446041,AC187_c02077,Continuing Education,1974-1975,box 240 folder 10 
/repositories/4/archival_objects/1445341,AC187_c02078,"Rockefeller, J.D., III, Fund",1980-1987,box 240 folder 11 
/repositories/4/archival_objects/1445342,AC187_c02079,Rohm and Haas,1977-1985,box 240 folder 12 
/repositories/4/archival_objects/1445343,AC187_c02080,S (by Name),1972-1987,box 241 folder 1-2 
/repositories/4/archival_objects/1445344,AC187_c02081,Salomon Brothers,1981-1985,box 241 folder 3 
/repositories/4/archival_objects/1445345,AC187_c02082,Sandoz,1983-1986,box 241 folder 4 
/repositories/4/archival_objects/1446042,AC187_c02084,1973-1982,1973-1982,box 241 folder 5-7 
/repositories/4/archival_objects/1446043,AC187_c02085,A-Z (by Name),1980,box 241 folder 8 
/repositories/4/archival_objects/1446044,AC187_c02086,Correspondence not Specifically Related to Gift,1975-1982,box 241 folder 9 
/repositories/4/archival_objects/1445347,AC187_c02087,Schering-Plough Corporation,1978-1989,box 241 folder 10 
/repositories/4/archival_objects/1445348,AC187_c02088,Schlumberger Foundation,1972-1987,box 241 folder 11 
/repositories/4/archival_objects/1445349,AC187_c02089,Schultz Foundation,1978-1986,box 241 folder 12 
/repositories/4/archival_objects/1445350,AC187_c02090,"Schumann, Florence and John",1977-1987,box 242 folder 1 
/repositories/4/archival_objects/1445351,AC187_c02091,"Searle, G.D., and Company",1979-1985,box 242 folder 2 
/repositories/4/archival_objects/1445352,AC187_c02092,"Sears, Roebuck, and Company",1972-1985,box 242 folder 3 
/repositories/4/archival_objects/1445353,AC187_c02093,Shell Companies Foundation,1972-1987,box 242 folder 4-6 
/repositories/4/archival_objects/1445354,AC187_c02094,Siemens Research and Technology Laboratories,1986-1987,box 242 folder 7 
/repositories/4/archival_objects/1445355,AC187_c02095,Sigma XI,1977-1981,box 242 folder 8 
/repositories/4/archival_objects/1445356,AC187_c02096,"Simon, Norton, Foundation",1973-1976,box 242 folder 9 
/repositories/4/archival_objects/1446045,AC187_c02098,1972-1983,1972-1983,box 242 folder 10-12 
/repositories/4/archival_objects/1446046,AC187_c02099,1984-1987,1984-1987,box 243 folder 1 
/repositories/4/archival_objects/1446047,AC187_c02100,Astrophysical Research Consortium,1985,box 243 folder 2 
/repositories/4/archival_objects/1446048,AC187_c02101,Computers in Education Program (Rees Proposal),1981,box 243 folder 3 
/repositories/4/archival_objects/1445358,AC187_c02102,"Smith, Richardson, Foundation",1987,box 243 folder 4 
/repositories/4/archival_objects/1445359,AC187_c02103,SmithKline Beckman Corporation,1982,box 243 folder 5 
/repositories/4/archival_objects/1445360,AC187_c02104,Sony Corporation,1974-1986,box 243 folder 6 
/repositories/4/archival_objects/1445361,AC187_c02105,Spencer Foundation,1972-1987,box 243 folder 7-8 
/repositories/4/archival_objects/1445362,AC187_c02106,Sperry Corporation,1982-1987,box 243 folder 9 
/repositories/4/archival_objects/1445363,AC187_c02107,"Squibb, E.R., and Sons",1973-1987,box 243 folder 10 
/repositories/4/archival_objects/1445364,AC187_c02108,Standard Oil Company,1972-1984,box 243 folder 11-12 
/repositories/4/archival_objects/1445365,AC187_c02109,Starr Foundation,1980-1986,box 243 folder 13 
/repositories/4/archival_objects/1445366,AC187_c02110,"Stauffer, John, Charitable Trust",1983-1986,box 243 folder 14 
/repositories/4/archival_objects/1445367,AC187_c02111,"Stevens, Doris, Foundation",1985-1987,box 244 folder 1 
/repositories/4/archival_objects/1445368,AC187_c02112,"Straus, Roger W., Foundation",1972-1977,box 244 folder 2 
/repositories/4/archival_objects/1445369,AC187_c02113,Sumitomo Bank,1981-1986,box 244 folder 3 
/repositories/4/archival_objects/1445370,AC187_c02114,Sun Oil Company,1982-1987,box 244 folder 4 
/repositories/4/archival_objects/1445371,AC187_c02115,Surdna Foundation,1980,box 244 folder 5 
/repositories/4/archival_objects/1445372,AC187_c02116,Sybron Corporation,1972-1978,box 244 folder 6 
/repositories/4/archival_objects/1445373,AC187_c02117,System Development,1981-1984,box 244 folder 7 
/repositories/4/archival_objects/1445374,AC187_c02118,T (by Name),1972-1987,box 244 folder 8-9 
/repositories/4/archival_objects/1445375,AC187_c02119,Talcott Fund,1973-1984,box 244 folder 10 
/repositories/4/archival_objects/1445376,AC187_c02120,Tenneco,1974-1981,box 244 folder 11 
/repositories/4/archival_objects/1445377,AC187_c02121,Texaco,1972-1989,box 244 folder 12 
/repositories/4/archival_objects/1445378,AC187_c02122,Time,1972,box 244 folder 13 
/repositories/4/archival_objects/1445379,AC187_c02123,Times Mirror,1974-1987,box 244 folder 14 
/repositories/4/archival_objects/1445380,AC187_c02124,Toyota Motor Company,1977-1980,box 244 folder 15 
/repositories/4/archival_objects/1445381,AC187_c02125,Twenty-Two Foundation,1978-1984,box 244 folder 16 
/repositories/4/archival_objects/1445382,AC187_c02126,U and V (by Name),1972-1976,box 244 folder 17 
/repositories/4/archival_objects/1445383,AC187_c02127,U and V (by Name),1977-1987,box 245 folder 1 
/repositories/4/archival_objects/1445384,AC187_c02128,Union Pacific Foundation,1981-1987,box 245 folder 2 
/repositories/4/archival_objects/1445385,AC187_c02129,United States Steel,1972-1987,box 245 folder 3-4 
/repositories/4/archival_objects/1445386,AC187_c02130,United States Trust Company of New York,1972-1981,box 245 folder 5 
/repositories/4/archival_objects/1445387,AC187_c02131,W to Z (by Name),1972-1983,box 245 folder 6-7 
/repositories/4/archival_objects/1445388,AC187_c02132,"Wallace, Lila Acheson and DeWitt, Foundations and Funds",1981-1987,box 245 folder 8 
/repositories/4/archival_objects/1445389,AC187_c02133,Warner-Lambert,1977-1987,box 245 folder 9 
/repositories/4/archival_objects/1445390,AC187_c02134,Western Electric,1977-1987,box 245 folder 10 
/repositories/4/archival_objects/1445391,AC187_c02135,Westinghouse Educational Foundation,1972-1987,box 245 folder 11-12 
/repositories/4/archival_objects/1445392,AC187_c02136,Whitehall Foundation,1972-1987,box 245 folder 13 
/repositories/4/archival_objects/1445393,AC187_c02137,"Whiting, Giles, Foundation",1972-1987,box 245 folder 14 
/repositories/4/archival_objects/1445394,AC187_c02138,Woodland Foundation,1977-1987,box 245 folder 15 
/repositories/4/archival_objects/1445395,AC187_c02139,Xerox Corporation,1975-1987,box 245 folder 16 
/repositories/4/archival_objects/1445396,AC187_c02140,"Young, Arthur, Foundation",1972,box 245 folder 17 
/repositories/4/archival_objects/1443430,AC187_c02141,Development Status Report,1977-1987,box 245 folder 18 
/repositories/4/archival_objects/1443431,AC187_c02142,Endowment Income Spending,1981-1982,box 246 folder 1 
/repositories/4/archival_objects/1443432,AC187_c02143,Foreign Grants and Contracts,1979,box 246 folder 2 
/repositories/4/archival_objects/1443433,AC187_c02145,General,1974-1983,box 246 folder 3-4 
/repositories/4/archival_objects/1445397,AC187_c02147,1972-1987,1972-1987,box 246 folder 5-7 
/repositories/4/archival_objects/1445398,AC187_c3968,"Tuition, WGB Paper on",1986-1987,box 246 folder 13 
/repositories/4/archival_objects/1446049,AC187_c02149,1978-1981,1978-1981,box 246 folder 8 
/repositories/4/archival_objects/1446050,AC187_c02150,A-K (by Name),1978-1980,box 246 folder 9 
/repositories/4/archival_objects/1446051,AC187_c02151,L-Z (by Name),1978-1981,box 246 folder 10 
/repositories/4/archival_objects/1445400,AC187_c02154,1972-1984,1972-1984,box 246 folder 11-12 
/repositories/4/archival_objects/1445401,AC187_c02155,1985-1987,1985-1987,box 247 folder 1 
/repositories/4/archival_objects/1445402,AC187_c02157,1972-1987,1972-1987,box 247 folder 2-7 
/repositories/4/archival_objects/1446052,AC187_c02159,1977-1980,1977-1980,box 247 folder 8 
/repositories/4/archival_objects/1446053,AC187_c02160,(Newsletters),1981-1989,box 248 folder 1-2 
/repositories/4/archival_objects/1445404,AC187_c02161,Class Agent Letters,1973-1987,box 248 folder 3-7 
/repositories/4/archival_objects/1446054,AC187_c02163,1978-1985,1978-1985,box 248 folder 8-9 
/repositories/4/archival_objects/1446055,AC187_c02164,1986-1987,1986-1987,box 249 folder 1 
/repositories/4/archival_objects/1446056,AC187_c02165,"Associates Dinner, New York City",1979-1983,box 249 folder 2 
/repositories/4/archival_objects/1446057,AC187_c02168,(Pre-Campaign Material),1947-1980,box 249 folder 3-5 
/repositories/4/archival_objects/1446058,AC187_c02169,1981-1983,1981-1983,box 249 folder 6-7 
/repositories/4/archival_objects/1446059,AC187_c02170,1984-1987,1984-1987,box 250 folder 1 
/repositories/4/archival_objects/1446060,AC187_c02172,1979-1982,1979-1982,box 250 folder 2 
/repositories/4/archival_objects/1446061,AC187_c02173,Progress Report,1984,box 250 folder 3 
/repositories/4/archival_objects/1445408,AC187_c02174,Bulletins,1982-1986,box 250 folder 4-5 
/repositories/4/archival_objects/1446062,AC187_c02176,1980-1984,1980-1984,box 250 folder 6 
/repositories/4/archival_objects/1446063,AC187_c02177,A-Z (by Name),1980-1981,box 250 folder 7 
/repositories/4/archival_objects/1446064,AC187_c02178,Prospectus,1980-1981,box 250 folder 8 
/repositories/4/archival_objects/1446065,AC187_c02180,1981-1985,1981-1985,box 251 folder 1 
/repositories/4/archival_objects/1446066,AC187_c02181,Corporate Gifts,1981-1986,box 251 folder 2 
/repositories/4/archival_objects/1446067,AC187_c02182,Leadership,1983-1987,box 251 folder 3 
/repositories/4/archival_objects/1446068,AC187_c02183,Leadership Steering,1981-1985,box 251 folder 4 
/repositories/4/archival_objects/1446069,AC187_c02184,Major Gifts,1981-1986,box 251 folder 5 
/repositories/4/archival_objects/1446070,AC187_c02185,National Campaign Committee,1981-1985,box 251 folder 6 
/repositories/4/archival_objects/1446253,AC187_c02187,1980-1986,1980-1986,box 251 folder 7 
/repositories/4/archival_objects/1446328,AC187_c02189,1980-1982,1980-1982,box 251 folder 8-9 
/repositories/4/archival_objects/1446329,AC187_c02190,1982-1985,1982-1985,box 252 folder 1 
/repositories/4/archival_objects/1446255,AC187_c02192,1980,1980,box 252 folder 2 
/repositories/4/archival_objects/1446256,AC187_c02193,Executive Committee,1980-1982,box 252 folder 3 
/repositories/4/archival_objects/1446073,AC187_c02195,1986,1986,box 252 folder 4 
/repositories/4/archival_objects/1446074,AC187_c02196,A-Z (by Name),1986,box 252 folder 5 
/repositories/4/archival_objects/1446075,AC187_c02198,"Barnes and Roche, Inc",1980-1982,box 252 folder 6 
/repositories/4/archival_objects/1445413,AC187_c02199,"Data, Quotes, etc",1974-1980,box 252 folder 7 
/repositories/4/archival_objects/1445414,AC187_c02200,Film ( A Campaign for Princeton),1981-1982,box 252 folder 8 
/repositories/4/archival_objects/1446076,AC187_c02202,A-Z (by Name),1981-1986,box 252 folder 9 
/repositories/4/archival_objects/1445416,AC187_c02203,Kick-Off,1982,box 252 folder 10 
/repositories/4/archival_objects/1445417,AC187_c02205,Master Plan Notebook,1981,box 253 folder 1 
/repositories/4/archival_objects/1446077,AC187_c02207,General,1980-1981,box 253 folder 2 
/repositories/4/archival_objects/1446257,AC187_c02209,A-B (by Name),1981,box 253 folder 3 
/repositories/4/archival_objects/1446258,AC187_c02210,C-G (by Name),1981,box 253 folder 4 
/repositories/4/archival_objects/1446259,AC187_c02211,H-K (by Name),1981,box 253 folder 5 
/repositories/4/archival_objects/1446260,AC187_c02212,L-Q (by Name),1981,box 253 folder 6 
/repositories/4/archival_objects/1446261,AC187_c02213,R-Z (by Name),1981,box 253 folder 7 
/repositories/4/archival_objects/1446262,AC187_c02215,Firestone Gathering,1981,box 253 folder 8 
/repositories/4/archival_objects/1446263,AC187_c02216,Lovelace Dinner,1981-1982,box 253 folder 9 
/repositories/4/archival_objects/1446264,AC187_c02217,Zuckerman Lunch and Lucas Dinner,1981,box 253 folder 10 
/repositories/4/archival_objects/1446265,AC187_c02219,Hibben and Watson Gathering,1981,box 253 folder 11 
/repositories/4/archival_objects/1446266,AC187_c02221,Fleisshacker Gathering,1981,box 254 folder 1 
/repositories/4/archival_objects/1446267,AC187_c02222,Harvey Lunch,1981,box 254 folder 2 
/repositories/4/archival_objects/1446268,AC187_c02223,Hillard Gathering,1981,box 254 folder 3 
/repositories/4/archival_objects/1446269,AC187_c02224,Madden Gathering,1981,box 254 folder 4 
/repositories/4/archival_objects/1446270,AC187_c02226,Coors Dinner,1981-1982,box 254 folder 5 
/repositories/4/archival_objects/1446271,AC187_c02228,Ball Dinner,1981,box 254 folder 6 
/repositories/4/archival_objects/1446084,AC187_c02229,"Delaware, Wilmington",1981,box 254 folder 7 
/repositories/4/archival_objects/1446085,AC187_c02230,"Georgia, Atlanta",1981,box 254 folder 8 
/repositories/4/archival_objects/1446272,AC187_c02232,Berlin Lunch and Cathcart Dinner,1981,box 254 folder 9 
/repositories/4/archival_objects/1446273,AC187_c02233,Bischof Lunch and Staub Dinner,1981,box 254 folder 10 
/repositories/4/archival_objects/1446274,AC187_c02234,Wood Lunch,1981,box 254 folder 11 
/repositories/4/archival_objects/1446275,AC187_c02236,Bell Dinner,1981,box 254 folder 12 
/repositories/4/archival_objects/1446276,AC187_c02238,Lanahan Dinner and Garret Lunch,1980,box 255 folder 1 
/repositories/4/archival_objects/1446277,AC187_c02240,Herndorn and Powell Dinner,1981,box 255 folder 2 
/repositories/4/archival_objects/1446278,AC187_c02242,Stroh Lunch,1981,box 255 folder 3 
/repositories/4/archival_objects/1446091,AC187_c02243,"Minnesota, Minneapolis",1981,box 255 folder 4 
/repositories/4/archival_objects/1446279,AC187_c02245,Sutherland Dinner,1981,box 255 folder 5 
/repositories/4/archival_objects/1446280,AC187_c02247,Ford Dinner and Van Cleve Lunch,1981,box 255 folder 6 
/repositories/4/archival_objects/1446281,AC187_c02249,Eno Dinner,1981,box 255 folder 7 
/repositories/4/archival_objects/1446282,AC187_c02250,Sword Dinner,1981,box 255 folder 8 
/repositories/4/archival_objects/1446283,AC187_c02251,Taplin Dinner,1981,box 255 folder 9 
/repositories/4/archival_objects/1446284,AC187_c02253,Baldwin Lunch,1981,box 255 folder 10 
/repositories/4/archival_objects/1446285,AC187_c02254,Brown Gathering,1981,box 255 folder 11 
/repositories/4/archival_objects/1446286,AC187_c02255,DeNunzio Gathering,1981,box 255 folder 12 
/repositories/4/archival_objects/1446330,AC187_c02257,"1981, 1982",1981,box 255 folder 13-14 
/repositories/4/archival_objects/1446331,AC187_c02258,1982,1982,box 256 folder 1 
/repositories/4/archival_objects/1446288,AC187_c02259,McGillicuddy Gathering,1981,box 256 folder 2 
/repositories/4/archival_objects/1446289,AC187_c02260,Platten Luncheon,1981,box 256 folder 3 
/repositories/4/archival_objects/1446290,AC187_c02261,Rockefeller Dinner,1980,box 256 folder 4 
/repositories/4/archival_objects/1446291,AC187_c02262,Warner Gathering,1980,box 256 folder 5 
/repositories/4/archival_objects/1446292,AC187_c02263,Weinberg Gathering,1981,box 256 folder 6 
/repositories/4/archival_objects/1446293,AC187_c02264,Woodward Gathering,1981,box 256 folder 7 
/repositories/4/archival_objects/1446294,AC187_c02266,Sawyer Dinner,1981,box 256 folder 8 
/repositories/4/archival_objects/1446097,AC187_c02267,"Ohio, Cleveland",1981,box 256 folder 9 
/repositories/4/archival_objects/1446295,AC187_c02269,Van Dusen Lunch and Dorrance Dinner,1981,box 256 folder 10 
/repositories/4/archival_objects/1446296,AC187_c02270,Supplee Dinner,1982,box 256 folder 11 
/repositories/4/archival_objects/1446297,AC187_c02271,Wolf Dinner and Knetzger Lunch,1981,box 256 folder 12 
/repositories/4/archival_objects/1446298,AC187_c02273,Hillman and Dickey Lunch and Craig Visit,1981,box 257 folder 1 
/repositories/4/archival_objects/1446299,AC187_c02275,"Elkins, Hawkins, and Urschel",1981,box 257 folder 2 
/repositories/4/archival_objects/1446300,AC187_c02277,Clement Dinner,1981,box 257 folder 3 
/repositories/4/archival_objects/1446301,AC187_c02278,"Parker, Clark, Swearinger, and Kapmann Dinner",1981,box 257 folder 4 
/repositories/4/archival_objects/1446102,AC187_c02279,"Virginia, Richmond",1981,box 257 folder 5 
/repositories/4/archival_objects/1446302,AC187_c02281,Ailes Lunch and Danforth Dinner,1981,box 257 folder 6 
/repositories/4/archival_objects/1446303,AC187_c02282,Kern and Harr Gathering,1981,box 257 folder 7 
/repositories/4/archival_objects/1446304,AC187_c02284,A-Z (by State),1982-1985,box 257 folder 8 
/repositories/4/archival_objects/1446332,AC187_c02286,Gamble,1984,box 257 folder 9 
/repositories/4/archival_objects/1446333,AC187_c02288,Forbes Yacht,1984,box 257 folder 10 
/repositories/4/archival_objects/1446334,AC187_c02290,Forbes Yacht,1983-1984,box 257 folder 11 
/repositories/4/archival_objects/1446335,AC187_c02292,Forbes Yacht,1985-1986,box 257 folder 12 
/repositories/4/archival_objects/1446336,AC187_c02293,Papamarkou,1986,box 258 folder 1 
/repositories/4/archival_objects/1446337,AC187_c02294,Platten Lunch,1984,box 258 folder 2 
/repositories/4/archival_objects/1446105,AC187_c02295,Staffing Plan,1980,box 258 folder 3 
/repositories/4/archival_objects/1446309,AC187_c02297,1979-1986,1979-1986,box 258 folder 4 
/repositories/4/archival_objects/1446310,AC187_c02298,A-Z (by Need),1981-1986,box 258 folder 5 
/repositories/4/archival_objects/1446311,AC187_c02299,Art Museum,1981-1985,box 258 folder 6 
/repositories/4/archival_objects/1446312,AC187_c02300,Athletics,1981-1986,box 258 folder 7 
/repositories/4/archival_objects/1446313,AC187_c02301,Engineering,1981-1984,box 258 folder 8 
/repositories/4/archival_objects/1446314,AC187_c02302,Library,1981-1986,box 258 folder 9 
/repositories/4/archival_objects/1446315,AC187_c02303,Projects,1981-1982,box 258 folder 10 
/repositories/4/archival_objects/1446107,AC187_c02304,Volunteer Handbook,1982,box 259 folder 1 
/repositories/4/archival_objects/1446316,AC187_c02306,Dunwalke,1985,box 259 folder 2 
/repositories/4/archival_objects/1446109,AC187_c02308,1972-1981,1972-1981,box 259 folder 3-5 
/repositories/4/archival_objects/1446110,AC187_c02309,Fund Raising Material,1973,box 259 folder 6 
/repositories/4/archival_objects/1446111,AC187_c02310,Princeton Resources,1973-1986,box 259 folder 7-8 
/repositories/4/archival_objects/1446112,AC187_c02311,Newsletters,1975-1979,box 259 folder 9 
/repositories/4/archival_objects/1446317,AC187_c02314,1972-1975,1972-1975,box 259 folder 10-11 
/repositories/4/archival_objects/1446318,AC187_c02315,1976-1978,1976-1978,box 260 folder 1-2 
/repositories/4/archival_objects/1445421,AC187_c02316,Our Princeton,1973,box 260 folder 3 
/repositories/4/archival_objects/1445422,AC187_c02317,Parents Fund (Parents Conference),1987,box 260 folder 4 
/repositories/4/archival_objects/1446114,AC187_c02319,A-Z (by Proposal),1980-1981,box 260 folder 5 
/repositories/4/archival_objects/1446115,AC187_c02321,General,1971-1987,box 260 folder 6-8 
/repositories/4/archival_objects/1446116,AC187_c02322,Class of 1922,1980,box 260 folder 9 
/repositories/4/archival_objects/1446117,AC187_c02323,Cultivation or Solicitation,1975-1988,box 260 folder 10 
/repositories/4/archival_objects/1446118,AC187_c02324,German,1974-1975,box 260 folder 11 
/repositories/4/archival_objects/1446119,AC187_c02325,Japanese,1974-1987,box 261 folder 1-2 
/repositories/4/archival_objects/1446120,AC187_c02326,Middle East,1975,box 261 folder 3 
/repositories/4/archival_objects/1446121,AC187_c02327,New York,1973,box 261 folder 4 
/repositories/4/archival_objects/1446122,AC187_c02328,Philadelphia,1977-1978,box 261 folder 5 
/repositories/4/archival_objects/1446123,AC187_c02329,"Rockefeller, Laurance S., Assignments",1975-1986,box 261 folder 6 
/repositories/4/archival_objects/1446124,AC187_c02330,"Warner, Rawleigh, Assignments",1980-1983,box 261 folder 7 
/repositories/4/archival_objects/1445425,AC187_c02331,University Resource Committee,1987-1988,box 261 folder 8 
/repositories/4/archival_objects/1443439,AC187_c02333,General,1972-1987,box 261 folder 9 
/repositories/4/archival_objects/1443440,AC187_c02334,Committee on Insurance,1972-1979,box 261 folder 10 
/repositories/4/archival_objects/1445426,AC187_c02337,1972-1973,1972-1973,box 261 folder 11 
/repositories/4/archival_objects/1445427,AC187_c02338,1974-1983,1974-1983,box 262 folder 1-7 
/repositories/4/archival_objects/1445428,AC187_c02339,1983-1987,1983-1987,box 263 folder 1-3 
/repositories/4/archival_objects/1446125,AC187_c02341,1972-1980,1972-1980,box 263 folder 4-8 
/repositories/4/archival_objects/1446126,AC187_c02342,1980-1986,1980-1986,box 264 folder 1-5 
