uri,cid,unittitle,unitdate,containers
/repositories/4/archival_objects/1442714,AC187_c00338,Creative Writing and Performing Arts,1972-1987,box 42 folder 11-13 
/repositories/4/archival_objects/1442715,AC187_c00339,East Asian Studies,1972-1987,box 42 folder 14-15 
/repositories/4/archival_objects/1442716,AC187_c00340,Environmental Studies Council,1972-1982,box 43 folder 1-2 
/repositories/4/archival_objects/1442717,AC187_c00341,European Cultural Studies,1972-1987,box 43 folder 3-4 
/repositories/4/archival_objects/1442718,AC187_c00342,Geophysical Fluid Dynamics Program,1972-1983,box 43 folder 5 
/repositories/4/archival_objects/1442719,AC187_c00343,History (and Philosophy) of Science and Science in Human Affairs,1972-1987,box 43 folder 6-7 
/repositories/4/archival_objects/1442720,AC187_c00344,Humanistic Studies,1972-1987,box 43 folder 8 
/repositories/4/archival_objects/1442721,AC187_c00345,International and Regional Studies Council,1972-1976,box 43 folder 9 
/repositories/4/archival_objects/1442722,AC187_c00346,Latin American Studies,1972-1987,box 43 folder 10 
/repositories/4/archival_objects/1442723,AC187_c00347,Life Sciences,1972-1980,box 43 folder 11 
/repositories/4/archival_objects/1442724,AC187_c00348,Linguistics,1973-1987,box 44 folder 1 
/repositories/4/archival_objects/1442725,AC187_c00349,Material Science Center,1984-1987,box 44 folder 2 
/repositories/4/archival_objects/1442726,AC187_c00350,Medical Program,1972-1974,box 44 folder 3 
/repositories/4/archival_objects/1442727,AC187_c00351,Modern European Studies,1972-1975,box 44 folder 4 
/repositories/4/archival_objects/1442728,AC187_c00352,Near Eastern Studies,1972-1987,box 44 folder 5-6 
/repositories/4/archival_objects/1442729,AC187_c00353,Russian Studies,1973-1984,box 44 folder 7 
/repositories/4/archival_objects/1444663,AC187_c00355,1972-1978,1972-1978,box 44 folder 8-9 
/repositories/4/archival_objects/1444664,AC187_c00356,1978-1987,1978-1987,box 45 folder 1-6 
/repositories/4/archival_objects/1444665,AC187_c00357,Auditor's Reports,1982-1987,box 45 folder 7 
/repositories/4/archival_objects/1444666,AC187_c00358,Bomb Scare Incident,1983,box 46 folder 1 
/repositories/4/archival_objects/1444667,AC187_c00359,Department of Energy Audit and New Agreement,1986,box 46 folder 2-3 
/repositories/4/archival_objects/1444668,AC187_c00360,Groundbreaking Ceremony,1977-1978,box 46 folder 4 
/repositories/4/archival_objects/1444669,AC187_c00361,Herrington Visit,1985,box 46 folder 5 
/repositories/4/archival_objects/1444670,AC187_c00362,Hotline Publication,1980-1985,box 46 folder 6 
/repositories/4/archival_objects/1444671,AC187_c00363,Overview,1985,box 46 folder 7 
/repositories/4/archival_objects/1444672,AC187_c00364,Review Committee,1974,box 46 folder 8 
/repositories/4/archival_objects/1444673,AC187_c00365,Study,1974,box 46 folder 9 
/repositories/4/archival_objects/1442731,AC187_c00366,Russian Studies,1985-1987,box 46 folder 10 
/repositories/4/archival_objects/1442732,AC187_c00367,Theater and Dance,1972-1987,box 46 folder 11-12 
/repositories/4/archival_objects/1444674,AC187_c00369,1972-1978,1972-1978,box 46 folder 13 
/repositories/4/archival_objects/1444675,AC187_c00370,1978-1987,1978-1987,box 47 folder 1-2 
/repositories/4/archival_objects/1444676,AC187_c00372,1979-1987,1979-1987,box 47 folder 3 
/repositories/4/archival_objects/1444677,AC187_c00373,Ad Hoc Committee Report on the Future of Women's Studies,1980,box 47 folder 4 
/repositories/4/archival_objects/1442735,AC187_c00374,Critical Matrix,1986-1987,box 47 folder 5 
/repositories/4/archival_objects/1442736,AC187_c00377,Administrative Positions and Academic Appointments,1973-1975,box 48 folder 1 
/repositories/4/archival_objects/1442737,AC187_c00378,Recommendations for Including Females in Administration,1972,box 48 folder 2 
/repositories/4/archival_objects/1444678,AC187_c00381,1972-1987,1972-1987,box 48 folder 3-7 
/repositories/4/archival_objects/1445786,AC187_c00383,1972-1976,1972-1976,box 48 folder 8 
/repositories/4/archival_objects/1445787,AC187_c00384,A-Z (by Name),1978-1988,box 48 folder 9 
/repositories/4/archival_objects/1445788,AC187_c00386,1973-1974,1973-1974,box 48 folder 10 
/repositories/4/archival_objects/1445789,AC187_c00387,1975-1987,1975-1987,box 49 folder 1 
/repositories/4/archival_objects/1446198,AC187_c00389,1972-1976,1972-1976,box 49 folder 2-12 
/repositories/4/archival_objects/1446199,AC187_c00390,1976-1978,1976-1978,box 50 folder 1-9 
/repositories/4/archival_objects/1446200,AC187_c00391,1979-1981,1979-1981,box 51 folder 1-9 
/repositories/4/archival_objects/1446201,AC187_c00392,1981-1983,1981-1983,box 52 folder 1-7 
/repositories/4/archival_objects/1446202,AC187_c00393,1983-1984,1983-1984,box 53 folder 1-7 
/repositories/4/archival_objects/1446203,AC187_c00394,1985,1985,box 54 folder 1-4 
/repositories/4/archival_objects/1446324,AC187_c00396,1985 October,1985 October,box 54 folder 5 
/repositories/4/archival_objects/1446325,AC187_c00397,1978-1989,1978-1989,box 461 folder 1 
/repositories/4/archival_objects/1446205,AC187_c00398,1986,1986,box 54 folder 6-7 
/repositories/4/archival_objects/1446206,AC187_c00399,1986-1987,1986-1987,box 55 folder 1-6 
/repositories/4/archival_objects/1445791,AC187_c00400,Minutes,1972-1975,box 55 folder 7 
/repositories/4/archival_objects/1444681,AC187_c00401,Gathering of Former and Emeriti Trustees,1980,box 55 folder 8 
/repositories/4/archival_objects/1444682,AC187_c00403,1974-1986,1974-1986,box 56 folder 1-4 
/repositories/4/archival_objects/1444683,AC187_c00404,A-Z (by Name),1975,box 56 folder 5 
/repositories/4/archival_objects/1444684,AC187_c00405,Drafts of Report,1975,box 56 folder 6 
/repositories/4/archival_objects/1442740,AC187_c00406,Bowen's Retirement Dinner,1987,box 56 folder 7 
/repositories/4/archival_objects/1442741,AC187_c00407,Chapel Deanship Committee,1978-1979,box 56 folder 8 
/repositories/4/archival_objects/1442742,AC187_c00408,Charter and By-Laws,1972-1987,box 56 folder 9-10 
/repositories/4/archival_objects/1442743,AC187_c00409,Charter and By-Laws Revision,1976,box 57 folder 1 
/repositories/4/archival_objects/1442744,AC187_c00410,Committee on Committees,1972-1987,box 57 folder 2-3 
/repositories/4/archival_objects/1442745,AC187_c00411,Communication and Governance Committee,1972-1976,box 57 folder 4-6 
/repositories/4/archival_objects/1442746,AC187_c00412,Computing Subcommittee,1987,box 57 folder 7 
/repositories/4/archival_objects/1444685,AC187_c00414,1972-1974,1972-1974,box 57 folder 8-10 
/repositories/4/archival_objects/1444686,AC187_c00415,1975-1985,1975-1985,box 58 folder 1-7 
/repositories/4/archival_objects/1444687,AC187_c00416,1985-1987,1985-1987,box 59 folder 1-2 
/repositories/4/archival_objects/1444688,AC187_c00417,Meeting,1973-1987,box 59 folder 3-6 
/repositories/4/archival_objects/1444689,AC187_c00418,Admission Subcommittee,1976-1986,box 59 folder 7 
/repositories/4/archival_objects/1444690,AC187_c00419,Equal Access Special Committee,1973-1974,box 59 folder 8 
/repositories/4/archival_objects/1444691,AC187_c00420,Reports to the Board,1972-1981,box 59 folder 9-10 
/repositories/4/archival_objects/1444692,AC187_c00422,1972-1974,1972-1974,box 59 folder 11 
/repositories/4/archival_objects/1444693,AC187_c00423,1974-1987,1974-1987,box 60 folder 1-6 
/repositories/4/archival_objects/1444694,AC187_c00424,Meeting,1986-1987,box 60 folder 7-10 
/repositories/4/archival_objects/1444695,AC187_c00425,Minutes,1972-1984,box 61 folder 1-4 
/repositories/4/archival_objects/1444696,AC187_c00427,1972-1976,1972-1976,box 61 folder 5 
/repositories/4/archival_objects/1444697,AC187_c00428,1977-1987,1977-1987,box 62 folder 1-6 
/repositories/4/archival_objects/1445792,AC187_c00430,1973,1973,box 62 folder 7 
/repositories/4/archival_objects/1445793,AC187_c00431,1973-1980,1973-1980,box 63 folder 1-12 
/repositories/4/archival_objects/1445794,AC187_c00432,1981-1985,1981-1985,box 64 folder 1-10 
/repositories/4/archival_objects/1445795,AC187_c00433,1986-1987,1986-1987,box 65 folder 1-7 
/repositories/4/archival_objects/1445796,AC187_c00435,1972-1977,1972-1977,box 65 folder 8-9 
/repositories/4/archival_objects/1445797,AC187_c00436,1978-1982,1978-1982,box 66 folder 1-2 
/repositories/4/archival_objects/1445798,AC187_c00438,1974-1988,1974-1988,box 66 folder 3-5 
/repositories/4/archival_objects/1445799,AC187_c00439,Meeting,1980-1987,box 66 folder 6-10 
/repositories/4/archival_objects/1444701,AC187_c00440,Endowment Income Spending Ad Hoc Subcommittee,1978-1982,box 66 folder 11 
/repositories/4/archival_objects/1445800,AC187_c00442,1976,1976,box 66 folder 12-13 
/repositories/4/archival_objects/1445801,AC187_c00443,1977-1984,1977-1984,box 67 folder 1-3 
/repositories/4/archival_objects/1445802,AC187_c00444,"Harvard, Stanford, and University of California Investments",1976,box 67 folder 4 
/repositories/4/archival_objects/1445803,AC187_c00446,1972-1982,1972-1982,box 67 folder 5-6 
/repositories/4/archival_objects/1445804,AC187_c00447,1983-1985,1983-1985,box 68 folder 1-2 
/repositories/4/archival_objects/1446207,AC187_c00449,1979-1985,1979-1985,box 68 folder 3-9 
/repositories/4/archival_objects/1446208,AC187_c00450,1985-1986,1985-1986,box 69 folder 1-2 
/repositories/4/archival_objects/1444704,AC187_c00452,1972-1987,1972-1987,box 69 folder 3-7 
/repositories/4/archival_objects/1445806,AC187_c00454,1972-1982,1972-1982,box 69 folder 8-10 
/repositories/4/archival_objects/1445807,AC187_c00455,1987,1987,box 70 folder 1-2 
/repositories/4/archival_objects/1444706,AC187_c00456,Reports to the Board,1972-1981,box 70 folder 3-6 
/repositories/4/archival_objects/1444707,AC187_c00457,Utility Plant Subcommittee,1984,box 70 folder 7 
/repositories/4/archival_objects/1444708,AC187_c00459,1972-1987,1972-1987,box 70 folder 8-11 
/repositories/4/archival_objects/1445808,AC187_c00461,1985,1985,box 70 folder 12 
/repositories/4/archival_objects/1445809,AC187_c00462,1974-1981,1974-1981,box 71 folder 1 
/repositories/4/archival_objects/1444710,AC187_c00463,Reports,1972-1979,box 71 folder 2-3 
/repositories/4/archival_objects/1444711,AC187_c00465,1972-1977,1972-1977,box 71 folder 4-8 
/repositories/4/archival_objects/1444712,AC187_c00466,1978-1982,1978-1982,box 72 folder 1-9 
/repositories/4/archival_objects/1444713,AC187_c00467,Minutes and Reports,1972-1978,box 73 folder 1 
/repositories/4/archival_objects/1444714,AC187_c00468,A-D (by Name),1972-1987,box 73 folder 2-3 
/repositories/4/archival_objects/1444715,AC187_c00469,E-K (by Name),1972-1987,box 73 folder 4-5 
/repositories/4/archival_objects/1444716,AC187_c00470,"Gelfand, I.M. (by Name)",1977-1979,box 73 folder 6 
/repositories/4/archival_objects/1444717,AC187_c00471,L-M (by Name),1972-1987,box 73 folder 7-8 
/repositories/4/archival_objects/1445810,AC187_c00473,1972-1976,1972-1976,box 73 folder 9 
/repositories/4/archival_objects/1445811,AC187_c00474,1977-1987,1977-1987,box 74 folder 1 
/repositories/4/archival_objects/1444719,AC187_c00475,"Phelps, William H",1984-1986,box 74 folder 2 
/repositories/4/archival_objects/1444720,AC187_c00476,S (by Name),1972-1987,box 74 folder 3-4 
/repositories/4/archival_objects/1444721,AC187_c00477,"Schmidt, Adolph W",1972-1977,box 74 folder 5 
/repositories/4/archival_objects/1444722,AC187_c00478,"Shriver, Donald W",1976-1977,box 74 folder 6 
/repositories/4/archival_objects/1444723,AC187_c00479,"Shultz, George P",1973,box 74 folder 7 
/repositories/4/archival_objects/1444724,AC187_c00480,T-Z (by Name),1972-1987,box 74 folder 8-9 
/repositories/4/archival_objects/1444725,AC187_c00482,1972-1986,1972-1986,box 74 folder 10 
/repositories/4/archival_objects/1444726,AC187_c00483,Library Automation Material (Meeting),1974,box 74 folder 11 
/repositories/4/archival_objects/1444727,AC187_c00485,1973,1973,box 74 folder 12 
/repositories/4/archival_objects/1444728,AC187_c00486,1974-1983,1974-1983,box 75 folder 1-7 
/repositories/4/archival_objects/1444729,AC187_c00487,1983-1984,1983-1984,box 76 folder 1 
/repositories/4/archival_objects/1444730,AC187_c00488,Meeting,1986,box 76 folder 2 
/repositories/4/archival_objects/1444731,AC187_c00490,1972-1987,1972-1987,box 76 folder 3-7 
/repositories/4/archival_objects/1445812,AC187_c00492,1972-1974,1972-1974,box 76 folder 8 
/repositories/4/archival_objects/1445813,AC187_c00493,1975-1986,1975-1986,box 77 folder 1-2 
/repositories/4/archival_objects/1444733,AC187_c00494,Gifts and Memorials Subcommittee,1983-1986,box 77 folder 3 
/repositories/4/archival_objects/1444734,AC187_c00496,1974-1983,1974-1983,box 77 folder 4-7 
/repositories/4/archival_objects/1445814,AC187_c00498,1973-1976,1973-1976,box 77 folder 8-10 
/repositories/4/archival_objects/1445815,AC187_c00499,1978,1978,box 78 folder 1 
/repositories/4/archival_objects/1444736,AC187_c00501,1973,1973,box 78 folder 2 
/repositories/4/archival_objects/1444737,AC187_c00502,1972-1975,1972-1975,box 78 folder 3-4 
/repositories/4/archival_objects/1444738,AC187_c00504,1976-1987,1976-1987,box 79 folder 1-3 
/repositories/4/archival_objects/1444739,AC187_c00505,Meeting,1976-1985,box 79 folder 4-5 
/repositories/4/archival_objects/1444740,AC187_c00506,Minutes and Reports,1972-1984,box 79 folder 6 
/repositories/4/archival_objects/1444741,AC187_c00507,Clubs Subcommittee,1974-1976,box 79 folder 7 
/repositories/4/archival_objects/1444742,AC187_c00508,Report (Bowen's Working Copy),1974,box 79 folder 8 
/repositories/4/archival_objects/1445816,AC187_c00510,1973-1975,1973-1975,box 79 folder 9 
/repositories/4/archival_objects/1445817,AC187_c00511,Report Draft,1974,box 79 folder 10 
/repositories/4/archival_objects/1444744,AC187_c00512,Social Alternatives Ad Hoc Subcommittee,1978-1987,box 80 folder 1-3 
/repositories/4/archival_objects/1444745,AC187_c00514,1972-1984,1972-1984,box 80 folder 4-8 
/repositories/4/archival_objects/1444746,AC187_c00515,A-B (by Name),1972-1987,box 81 folder 1-2 
/repositories/4/archival_objects/1444747,AC187_c00516,"Abernethy, Robert G",1973-1977,box 81 folder 3 
/repositories/4/archival_objects/1444748,AC187_c00517,"Agnew, Franklin E",1973-1980,box 81 folder 4 
/repositories/4/archival_objects/1444749,AC187_c00518,"Allen, Charles C., Jr",1978-1981,box 81 folder 5 
/repositories/4/archival_objects/1444750,AC187_c00519,"Bailey, Elizabeth",1978-1980,box 81 folder 6 
/repositories/4/archival_objects/1444751,AC187_c00520,"Berlin, Arnold",1978-1982,box 81 folder 7 
/repositories/4/archival_objects/1444752,AC187_c00521,"Brown, R. Manning",1973-1985,box 81 folder 8 
/repositories/4/archival_objects/1444753,AC187_c00522,C-E (by Name),1972-1987,box 81 folder 9-10 
/repositories/4/archival_objects/1444754,AC187_c00523,"Caldwell, John T",1976-1980,box 81 folder 11 
/repositories/4/archival_objects/1444755,AC187_c00524,"Cathcart, Silas",1976-1980,box 81 folder 12 
/repositories/4/archival_objects/1444756,AC187_c00525,"Chamberlin, Ward B., Jr",1974-1978,box 81 folder 13 
/repositories/4/archival_objects/1444757,AC187_c00526,"Connor, Robert",1978-1981,box 81 folder 14 
/repositories/4/archival_objects/1444758,AC187_c00527,"Doar, John",1973-1979,box 81 folder 15 
/repositories/4/archival_objects/1444759,AC187_c00528,F-G (by Name),1972-1987,box 81 folder 16-17 
/repositories/4/archival_objects/1444760,AC187_c00529,"Foot, Theodore W",1975-1979,box 81 folder 18 
/repositories/4/archival_objects/1444761,AC187_c00530,"Frist, William H",1974-1978,box 81 folder 19 
/repositories/4/archival_objects/1444762,AC187_c00531,H-K (by Name),1972-1987,box 81 folder 20-21 
/repositories/4/archival_objects/1444763,AC187_c00532,"Harber, Aaron P",1975-1979,box 82 folder 1 
/repositories/4/archival_objects/1444764,AC187_c00533,"Horton, Jack O",1977-1981,box 82 folder 2 
/repositories/4/archival_objects/1444765,AC187_c00534,"Hudnut, Robert K",1972-1976,box 82 folder 3 
/repositories/4/archival_objects/1444766,AC187_c00535,"Irwin, John N., II",1973-1980,box 82 folder 4 
/repositories/4/archival_objects/1444767,AC187_c00536,"Kipp, Donald B",1972-1978,box 82 folder 5 
/repositories/4/archival_objects/1444768,AC187_c00537,L-N (by Name),1972-1988,box 82 folder 6-7 
/repositories/4/archival_objects/1444769,AC187_c00538,"Lowe, Eugene Y",1973-1982,box 82 folder 8 
/repositories/4/archival_objects/1444770,AC187_c00539,"Maritz, William E",1974-1978,box 82 folder 9 
/repositories/4/archival_objects/1444771,AC187_c00540,"McCarter, John W., Jr",1983-1986,box 82 folder 10 
/repositories/4/archival_objects/1444772,AC187_c00541,"Merchant, Livingston",1974-1976,box 82 folder 11 
/repositories/4/archival_objects/1444773,AC187_c00542,"Morawetz, Cathleen S",1974-1978,box 82 folder 12 
/repositories/4/archival_objects/1444774,AC187_c00543,"Morris, Thomas B., Jr",1975-1979,box 82 folder 13 
/repositories/4/archival_objects/1444775,AC187_c00544,"Newton, Russell B",1981-1985,box 82 folder 14 
